      2000	     46307  	0.035711
      2100	     49324  	0.039312
      2200	     50656  	0.013234
      2300	     53188  	0.014097
      2400	     57954  	0.015596
      2500	     59923  	0.015871
      2600	     63286  	0.051321
      2700	     64033  	0.030914
      2800	     65141  	0.017414
      2900	     71104  	0.026998
      3000	     74692  	0.028287
      3100	     75161  	0.028566
      3200	     76737  	0.025150
      3300	     77827  	0.029999
      3400	     82034  	0.029507
      3500	     85504  	0.049547
      3600	     88146  	0.098389
      3700	     88977  	0.066024
      3800	     93292  	0.088514
      3900	     93418  	0.077447
      4000	     95877  	0.050631
      4100	    100534  	0.119906
      4200	    104747  	0.055666
      4300	    107326  	0.052905
      4400	    112598  	0.029547
      4500	    109394  	0.035201
      4600	    117614  	0.036493
      4700	    117111  	0.033513
      4800	    123206  	0.035975
      4900	    121308  	0.034619
      5000	    124826  	0.034664
       100	      1722  	0.000504
       200	      3678  	0.001032
       300	      5659  	0.001492
       400	      7524  	0.003379
       500	      9956  	0.002783
       600	     12923  	0.003449
       700	     14565  	0.003913
       800	     16901  	0.004510
       900	     19121  	0.005250
      1000	     21803  	0.005870
      1100	     23970  	0.023900
      1200	     26507  	0.007707
      1300	     31066  	0.008254
      1400	     31574  	0.008213
      1500	     33577  	0.010628
      1600	     39465  	0.010136
      1700	     38113  	0.010599
      1800	     40675  	0.010693
      1900	     44562  	0.012824
      2000	     45629  	0.011724
      2100	     47239  	0.013775
      2200	     51044  	0.013933
      2300	     53205  	0.016711
      2400	     58110  	0.015042
      2500	     58219  	0.015814
      2600	     60057  	0.016190
      2700	     65092  	0.017649
      2800	     66221  	0.017628
      2900	     71956  	0.029557
      3000	     70141  	0.019930
      3100	     80045  	0.021831
      3200	     75975  	0.021288
      3300	     77451  	0.022018
      3400	     84290  	0.026087
      3500	     83248  	0.023715
      3600	     88140  	0.024184
      3700	     87095  	0.024182
      3800	     93312  	0.028504
      3900	     98136  	0.029226
      4000	     94620  	0.026023
      4100	    100823  	0.027699
      4200	    104027  	0.029330
      4300	    103872  	0.028651
      4400	    108119  	0.092879
      4500	    110967  	0.031292
      4600	    114000  	0.035324
      4700	    116924  	0.032966
      4800	    124638  	0.034814
      4900	    116983  	0.032273
      5000	    125102  	0.033556
       100	      1688  	0.000449
       200	      3589  	0.000934
       300	      5610  	0.001475
       400	      8370  	0.002204
       500	     10104  	0.002765
       600	     12772  	0.003977
       700	     14852  	0.003899
       800	     16980  	0.004815
       900	     18779  	0.005280
      1000	     22046  	0.007155
      1100	     23896  	0.008048
      1200	     25997  	0.008455
      1300	     30764  	0.008574
      1400	     33412  	0.008749
      1500	     32667  	0.013333
      1600	     36485  	0.014531
      1700	     40412  	0.011702
      1800	     39865  	0.010719
      1900	     46163  	0.012923
      2000	     46181  	0.012534
      2100	     49138  	0.016261
      2200	     52661  	0.014045
      2300	     52852  	0.013939
      2400	     55031  	0.014922
      2500	     56356  	0.016039
      2600	     63594  	0.017458
      2700	     65445  	0.018674
      2800	     66502  	0.017385
      2900	     69998  	0.019814
      3000	     72469  	0.020615
      3100	     74755  	0.021970
      3200	     76013  	0.021370
      3300	     76869  	0.024499
      3400	     85022  	0.025832
      3500	     85780  	0.024194
      3600	     91737  	0.025975
      3700	     94720  	0.026891
      3800	     92336  	0.025804
      3900	    100470  	0.027308
      4000	     96624  	0.029175
      4100	    101030  	0.029575
      4200	    101737  	0.028327
      4300	    107411  	0.029572
      4400	    108668  	0.030129
      4500	    110124  	0.043760
      4600	    111814  	0.030469
      4700	    115295  	0.030804
      4800	    121428  	0.033758
      4900	    120612  	0.031825
      5000	    123340  	0.033213
       100	      1590  	0.000435
       200	      3929  	0.001002
       300	      5677  	0.001486
       400	      8087  	0.002073
       500	      9872  	0.002971
       600	     12504  	0.003309
       700	     14837  	0.003893
       800	     17741  	0.004627
       900	     20305  	0.006395
      1000	     21126  	0.005552
      1100	     24861  	0.007651
      1200	     26250  	0.008321
      1300	     28612  	0.009105
      1400	     32265  	0.008485
      1500	     33867  	0.009677
      1600	     35439  	0.011084
      1700	     39144  	0.010508
      1800	     41532  	0.012786
      1900	     45615  	0.011540
      2000	     44986  	0.017651
      2100	     50841  	0.013107
      2200	     52230  	0.025481
      2300	     54409  	0.014528
      2400	     57014  	0.015192
      2500	     60272  	0.016069
      2600	     60097  	0.019200
      2700	     62814  	0.016439
      2800	     67532  	0.018065
      2900	     69840  	0.019705
      3000	     74549  	0.021285
      3100	     76206  	0.024288
      3200	     78019  	0.021689
      3300	     82450  	0.022420
      3400	     83142  	0.022663
      3500	     83180  	0.023327
      3600	     92384  	0.025636
      3700	     89204  	0.025089
      3800	     92691  	0.025533
      3900	     94228  	0.028978
      4000	    101978  	0.029113
      4100	    102767  	0.029359
      4200	    104402  	0.028260
      4300	    105453  	0.032521
      4400	    118863  	0.034340
      4500	    110133  	0.030898
      4600	    114360  	0.033714
      4700	    120220  	0.032890
      4800	    115078  	0.031138
      4900	    117599  	0.033272
      5000	    125314  	0.033703
       100	      1801  	0.000491
       200	      3579  	0.000946
       300	      5541  	0.001500
       400	      7852  	0.002106
       500	      9889  	0.007293
       600	     12292  	0.003217
       700	     14876  	0.004099
       800	     17699  	0.005740
       900	     20862  	0.009249
      1000	     20977  	0.005642
      1100	     26054  	0.007113
      1200	     26643  	0.006965
      1300	     28867  	0.007403
      1400	     31577  	0.009145
      1500	     34360  	0.019833
      1600	     36876  	0.041851
      1700	     39051  	0.010413
      1800	     42645  	0.011802
      1900	     43700  	0.011798
      2000	     45237  	0.011750
      2100	     50025  	0.012924
      2200	     50471  	0.013434
      2300	     51762  	0.014254
      2400	     55095  	0.014696
      2500	     59220  	0.019486
      2600	     64585  	0.016796
      2700	     66060  	0.027339
      2800	     65955  	0.033591
      2900	     68164  	0.037478
      3000	     70650  	0.038848
      3100	     76129  	0.045602
      3200	     74475  	0.045376
      3300	     79642  	0.022298
      3400	     81671  	0.022515
      3500	     85017  	0.023983
      3600	     86313  	0.024646
      3700	     88587  	0.025990
      3800	     93370  	0.027686
      3900	     93659  	0.027081
      4000	     95234  	0.025745
      4100	    102002  	0.028680
      4200	    111563  	0.032328
      4300	    105456  	0.047796
      4400	    106278  	0.055346
      4500	    111720  	0.067384
      4600	    113563  	0.055579
      4700	    116443  	0.043100
      4800	    120456  	0.067570
      4900	    120735  	0.077374
      5000	    126114  	0.034579
       100	      1631  	0.000445
       200	      4039  	0.001046
       300	      5950  	0.001557
       400	      7841  	0.002093
       500	      9680  	0.002757
       600	     12789  	0.003583
       700	     14336  	0.003861
       800	     17025  	0.004830
       900	     19574  	0.005180
      1000	     20883  	0.005538
      1100	     24083  	0.007547
      1200	     26502  	0.007373
      1300	     28988  	0.007950
      1400	     32117  	0.009431
      1500	     33921  	0.016067
      1600	     35799  	0.009664
      1700	     39063  	0.024493
      1800	     41125  	0.025201
      1900	     43435  	0.023621
      2000	     46915  	0.025754
      2100	     47732  	0.032402
      2200	     50759  	0.029827
      2300	     52829  	0.032396
      2400	     56514  	0.028474
      2500	     58718  	0.033854
      2600	     62965  	0.035670
      2700	     63958  	0.038248
      2800	     71579  	0.036345
      2900	     66665  	0.033612
      3000	     71269  	0.052897
      3100	     74577  	0.021109
      3200	     78017  	0.021877
      3300	     81306  	0.022541
      3400	     80662  	0.022702
      3500	     89255  	0.024817
      3600	     86638  	0.024625
      3700	     89551  	0.024710
      3800	     96368  	0.031510
      3900	     93046  	0.025501
      4000	    100537  	0.027173
      4100	     99653  	0.027750
      4200	    102015  	0.030160
      4300	    104565  	0.030098
      4400	    105139  	0.029842
      4500	    113817  	0.031685
      4600	    114983  	0.033133
      4700	    114569  	0.032637
      4800	    120897  	0.030846
      4900	    123329  	0.033573
      5000	    126077  	0.034149
       100	      1798  	0.000481
       200	      3682  	0.001095
       300	      5923  	0.002297
       400	      8517  	0.002245
       500	      9949  	0.002661
       600	     12649  	0.003675
       700	     14938  	0.004272
       800	     17104  	0.004518
       900	     18743  	0.005184
      1000	     22494  	0.007427
      1100	     23458  	0.007595
      1200	     25253  	0.010766
      1300	     30425  	0.008238
      1400	     31269  	0.008752
      1500	     34600  	0.008965
      1600	     35787  	0.009242
      1700	     38665  	0.012092
      1800	     43848  	0.011166
      1900	     42373  	0.012714
      2000	     45890  	0.013792
      2100	     46841  	0.012610
      2200	     51032  	0.013710
      2300	     56415  	0.014624
      2400	     55541  	0.014989
      2500	     64225  	0.016536
      2600	     60846  	0.016327
      2700	     62752  	0.016737
      2800	     70223  	0.020427
      2900	     73443  	0.059904
      3000	     71928  	0.022837
      3100	     73070  	0.020739
      3200	     78731  	0.021512
      3300	     77268  	0.021927
      3400	     79634  	0.023051
      3500	     93593  	0.025176
      3600	     89416  	0.024209
      3700	     89731  	0.025566
      3800	     93147  	0.025709
      3900	     95278  	0.027676
      4000	     97985  	0.028918
      4100	    103528  	0.027991
      4200	    101456  	0.029058
      4300	    106321  	0.030026
      4400	    110725  	0.030040
      4500	    110156  	0.031372
      4600	    112941  	0.031988
      4700	    117735  	0.030575
      4800	    117081  	0.037590
      4900	    119786  	0.034288
      5000	    121545  	0.033308
       100	      1726  	0.000487
       200	      3547  	0.000938
       300	      5445  	0.001396
       400	      8022  	0.002134
       500	      9725  	0.002630
       600	     12224  	0.003308
       700	     14843  	0.004372
       800	     17056  	0.004422
       900	     19389  	0.006484
      1000	     23346  	0.006126
      1100	     24510  	0.007260
      1200	     25903  	0.007675
      1300	     29268  	0.011207
      1400	     32090  	0.008839
      1500	     34160  	0.009249
      1600	     38736  	0.011076
      1700	     37874  	0.009996
      1800	     40403  	0.012188
      1900	     41620  	0.011466
      2000	     44906  	0.014499
      2100	     52263  	0.016821
      2200	     50552  	0.013497
      2300	     56785  	0.014619
      2400	     56196  	0.015251
      2500	     59072  	0.015614
      2600	     66930  	0.016955
      2700	     64054  	0.017205
      2800	     67758  	0.017803
      2900	     68083  	0.019977
      3000	     73332  	0.020232
      3100	     75601  	0.021130
      3200	     77170  	0.030582
      3300	     80986  	0.023556
      3400	     82264  	0.023936
      3500	     86017  	0.023551
      3600	     93525  	0.026347
      3700	     89674  	0.025007
      3800	     92307  	0.026392
      3900	     92495  	0.026236
      4000	     96755  	0.028039
      4100	    102049  	0.028603
      4200	    107362  	0.028479
      4300	    103734  	0.028890
      4400	    113519  	0.029972
      4500	    111926  	0.030794
      4600	    117121  	0.031103
      4700	    123021  	0.032777
      4800	    116094  	0.031693
      4900	    125833  	0.032045
      5000	    125152  	0.033617
       100	      1720  	0.000475
       200	      3947  	0.001031
       300	      5564  	0.001467
       400	      7949  	0.002113
       500	      9745  	0.002573
       600	     12519  	0.003292
       700	     16297  	0.004193
       800	     17578  	0.004592
       900	     20002  	0.007298
      1000	     21082  	0.006459
      1100	     24086  	0.006223
      1200	     26505  	0.006983
      1300	     28154  	0.007267
      1400	     30600  	0.007970
      1500	     35600  	0.009571
      1600	     36226  	0.011051
      1700	     38955  	0.010156
      1800	     40889  	0.011901
      1900	     43806  	0.011461
      2000	     47493  	0.013032
      2100	     51518  	0.013613
      2200	     51577  	0.014091
      2300	     54919  	0.032937
      2400	     60036  	0.016345
      2500	     62811  	0.016123
      2600	     64007  	0.016622
      2700	     64229  	0.016814
      2800	     65453  	0.017363
      2900	     69314  	0.019555
      3000	     71579  	0.020782
      3100	     74321  	0.028046
      3200	     79693  	0.022716
      3300	     80548  	0.022776
      3400	     80416  	0.022869
      3500	     84010  	0.021676
      3600	     93100  	0.025197
      3700	     92975  	0.026158
      3800	     93065  	0.027995
      3900	     95702  	0.027001
      4000	     95310  	0.027072
      4100	    100493  	0.027539
      4200	    104686  	0.027856
      4300	    111084  	0.029564
      4400	    109687  	0.029499
      4500	    109561  	0.038037
      4600	    112173  	0.031228
      4700	    116183  	0.031351
