      3600	    100455      0.025069
      3700	     98286      0.023628
      3800	    101215      0.027669
      3900	    105191      0.026614
      4000	    109742      0.026407
      4100	    110181      0.027030
      4200	    114921      0.028768
      4300	    117473      0.028790
      4400	    124802      0.030481
      4500	    125662      0.030640
      4600	    127983      0.041642
      4700	    132295      0.031171
      4800	    137484      0.032858
      4900	    136982      0.033289
      5000	    142484      0.033989
       100	      1752      0.000453
       200	      4146      0.001036
       300	      6238      0.001587
       400	      8534      0.002060
       500	     11022      0.003723
       600	     13602      0.003407
       700	     16001      0.004533
       800	     19165      0.004661
       900	     20357      0.006302
      1000	     23447      0.005833
      1100	     27333      0.007117
      1200	     28059      0.007422
      1300	     33265      0.008058
      1400	     34091      0.008435
      1500	     37314      0.009228
      1600	     39666      0.014879
      1700	     41918      0.011175
      1800	     47886      0.011515
      1900	     47322      0.012473
      2000	     52252      0.013431
      2100	     55112      0.013491
      2200	     57190      0.014089
      2300	     60756      0.014675
      2400	     63360      0.015385
      2500	     69443      0.016243
      2600	     69183      0.016914
      2700	     72395      0.017461
      2800	     75489      0.021003
      2900	     78979      0.020956
      3000	     79456      0.028118
      3100	     83020      0.020057
      3200	     85088      0.020178
      3300	     91841      0.021789
      3400	     97368      0.022757
      3500	     92390      0.022212
      3600	     95736      0.022914
      3700	    106088      0.026206
      3800	    102807      0.024883
      3900	    106067      0.027679
      4000	    110255      0.026796
      4100	    111705      0.038380
      4200	    115438      0.030257
      4300	    122600      0.029089
      4400	    123548      0.029357
      4500	    122129      0.029808
      4600	    126218      0.030878
      4700	    131531      0.031953
      4800	    138133      0.038943
      4900	    137876      0.033190
      5000	    138710      0.041018
       100	      1779      0.000460
       200	      3797      0.000994
       300	      5967      0.001475
       400	      8410      0.002116
       500	     10988      0.003656
       600	     13823      0.005017
       700	     15684      0.003906
       800	     18447      0.004706
       900	     21300      0.006456
      1000	     24187      0.006526
      1100	     26778      0.007411
      1200	     29018      0.007425
      1300	     33019      0.009166
      1400	     33773      0.008325
      1500	     37487      0.016301
      1600	     43636      0.011082
      1700	     44859      0.010696
      1800	     46171      0.012044
      1900	     50234      0.012013
      2000	     50415      0.012847
      2100	     55102      0.013118
      2200	     58991      0.028326
      2300	     58620      0.014370
      2400	     63860      0.016859
      2500	     66552      0.015671
      2600	     67461      0.016326
      2700	     69481      0.016689
      2800	     74865      0.018172
      2900	     76694      0.018369
      3000	     82750      0.019443
      3100	     85587      0.020324
      3200	     86354      0.020693
      3300	     90944      0.028740
      3400	     91544      0.024593
      3500	     92374      0.022503
      3600	     95943      0.023201
      3700	    102830      0.027285
      3800	    101349      0.024956
      3900	    105469      0.026434
      4000	    113359      0.027258
      4100	    112466      0.027405
      4200	    116849      0.028141
      4300	    117003      0.028273
      4400	    123296      0.031692
      4500	    123430      0.029165
      4600	    126511      0.030169
      4700	    129711      0.038067
      4800	    140587      0.033964
      4900	    137298      0.042179
      5000	    143412      0.037921
       100	      1856      0.000504
       200	      3828      0.001217
       300	      6123      0.001592
       400	      8605      0.002707
       500	     11597      0.002796
       600	     13679      0.003456
       700	     15797      0.003902
       800	     18785      0.005139
       900	     21321      0.006557
      1000	     23683      0.005767
      1100	     26176      0.006886
      1200	     30169      0.007887
      1300	     31601      0.008220
      1400	     34652      0.011959
      1500	     39139      0.009679
      1600	     40822      0.010297
      1700	     44520      0.010969
      1800	     45427      0.011433
      1900	     49350      0.011966
      2000	     50759      0.013454
      2100	     54841      0.013453
      2200	     56571      0.015307
      2300	     59268      0.014255
      2400	     66372      0.015686
      2500	     63871      0.015510
      2600	     70520      0.017532
      2700	     72682      0.025882
      2800	     75326      0.017830
      2900	     76974      0.039932
      3000	     82071      0.019768
      3100	     86104      0.020318
      3200	     87866      0.025424
      3300	     88673      0.021254
      3400	     92559      0.022130
      3500	     96573      0.022994
      3600	     98127      0.023393
      3700	    101933      0.060531
      3800	    103203      0.061202
      3900	    105986      0.050515
      4000	    107131      0.055775
      4100	    115669      0.055711
      4200	    119096      0.028012
      4300	    122728      0.028940
      4400	    123510      0.029754
      4500	    128739      0.032717
      4600	    126497      0.031704
      4700	    132766      0.032427
      4800	    136825      0.034809
      4900	    142143      0.033542
      5000	    143912      0.034033
       100	      1965      0.000527
       200	      3919      0.000964
       300	      6049      0.001503
       400	      8473      0.002081
       500	     11471      0.003614
       600	     13353      0.005521
       700	     16540      0.005082
       800	     18960      0.004851
       900	     21213      0.006431
      1000	     23298      0.005790
      1100	     25954      0.006870
      1200	     29090      0.008116
      1300	     32350      0.008014
      1400	     33398      0.008237
      1500	     36663      0.010288
      1600	     40417      0.010246
      1700	     43266      0.010791
      1800	     45023      0.011270
      1900	     50391      0.012348
      2000	     50664      0.014343
      2100	     56556      0.013432
      2200	     56463      0.016924
      2300	     60201      0.014370
      2400	     65524      0.016492
      2500	     65754      0.015732
      2600	     68085      0.016327
      2700	     73406      0.017836
      2800	     72560      0.017650
      2900	     75919      0.021604
      3000	     84448      0.019909
      3100	     83858      0.020128
      3200	     84440      0.020279
      3300	     91293      0.021512
      3400	     94042      0.022441
      3500	     95315      0.031168
      3600	     96567      0.022920
      3700	    100195      0.023718
      3800	    105089      0.024711
      3900	    106090      0.025214
      4000	    109176      0.026851
      4100	    112397      0.026858
