      4200	    114828      0.028369
      4300	    116713      0.028701
      4400	    122922      0.049215
      4500	    126458      0.030064
      4600	    127924      0.030735
      4700	    132021      0.032366
      4800	    135369      0.032714
      4900	    135767      0.032630
      5000	    140043      0.033773
       100	      1688      0.000460
       200	      3904      0.000959
       300	      6286      0.001528
       400	      9003      0.002128
       500	     11113      0.002904
       600	     14033      0.003395
       700	     16714      0.004013
       800	     18623      0.004599
       900	     21508      0.005165
      1000	     23113      0.007099
      1100	     26922      0.007984
      1200	     29982      0.008795
      1300	     32501      0.009355
      1400	     36412      0.010671
      1500	     36802      0.009155
      1600	     40215      0.016554
      1700	     40981      0.010096
      1800	     45590      0.011202
      1900	     49701      0.012028
      2000	     52374      0.013007
      2100	     52236      0.012895
      2200	     57286      0.014328
      2300	     58910      0.014698
      2400	     64098      0.025501
      2500	     68051      0.016069
      2600	     68600      0.016568
      2700	     70855      0.017251
      2800	     72411      0.023528
      2900	     76956      0.019092
      3000	     80989      0.019504
      3100	     84154      0.019899
      3200	     85908      0.020721
      3300	     87972      0.021162
      3400	     91586      0.022314
      3500	     98821      0.023255
      3600	     96239      0.023573
      3700	    100931      0.024081
      3800	    103583      0.028424
      3900	    117114      0.028801
      4000	    110479      0.026720
      4100	    117040      0.030137
      4200	    116241      0.027740
      4300	    116668      0.028136
      4400	    119746      0.029336
      4500	    125441      0.031135
      4600	    132604      0.031796
      4700	    133104      0.032485
      4800	    132710      0.032385
      4900	    139380      0.033549
      5000	    140967      0.042076
       100	      1738      0.000485
       200	      3926      0.000985
       300	      6135      0.001525
       400	      8438      0.002095
       500	     11684      0.003761
       600	     13526      0.004767
       700	     15661      0.003792
       800	     18931      0.004708
       900	     21725      0.006588
      1000	     24933      0.006507
      1100	     26177      0.007183
      1200	     29148      0.007643
      1300	     31729      0.008196
      1400	     34222      0.008476
      1500	     38011      0.009686
      1600	     41789      0.010546
      1700	     43762      0.017044
      1800	     45052      0.011424
      1900	     48766      0.011936
      2000	     49810      0.013784
      2100	     54541      0.013271
      2200	     55067      0.013831
      2300	     57289      0.015347
      2400	     61897      0.015777
      2500	     66511      0.016578
      2600	     68994      0.016897
      2700	     70920      0.018664
      2800	     72991      0.023524
      2900	     76040      0.018418
      3000	     86634      0.019933
      3100	     89150      0.020484
      3200	     93637      0.023023
      3300	     87714      0.021337
      3400	     93805      0.021861
      3500	     97103      0.023121
      3600	     96348      0.024558
      3700	    101051      0.024414
      3800	    105321      0.024877
      3900	    108993      0.026941
      4000	    111668      0.027393
      4100	    111380      0.031652
      4200	    119265      0.029057
      4300	    120114      0.028804
      4400	    121669      0.029001
      4500	    130040      0.030742
      4600	    128565      0.030902
      4700	    132156      0.032608
      4800	    138687      0.038627
      4900	    142955      0.035200
      5000	    145888      0.034690
       100	      1750      0.000435
       200	      3863      0.000926
       300	      5957      0.001539
       400	      8357      0.002131
       500	     10891      0.003453
       600	     13681      0.003335
       700	     16282      0.004036
       800	     18310      0.004643
       900	     20731      0.005220
      1000	     23633      0.006284
      1100	     26084      0.007003
      1200	     28819      0.007839
      1300	     32023      0.008172
      1400	     35994      0.011009
      1500	     36863      0.008998
      1600	     40743      0.009826
      1700	     44298      0.010597
      1800	     47063      0.011988
      1900	     46941      0.012461
      2000	     51232      0.012952
      2100	     55505      0.020086
      2200	     57599      0.013941
      2300	     61552      0.014727
      2400	     61186      0.015868
      2500	     65662      0.016884
      2600	     66942      0.016752
      2700	     69137      0.018536
      2800	     73374      0.017700
      2900	     79288      0.019521
      3000	     79562      0.021526
      3100	     86124      0.020457
      3200	     85512      0.022388
      3300	     87941      0.021009
      3400	     90083      0.021528
      3500	     95669      0.023343
      3600	    102746      0.025303
      3700	    101630      0.024223
      3800	    104370      0.024614
      3900	    105082      0.025064
      4000	    110604      0.026873
      4100	    113741      0.028093
      4200	    115571      0.027863
      4300	    119940      0.035975
      4400	    128705      0.030644
      4500	    127242      0.030856
      4600	    126207      0.040580
      4700	    130404      0.033505
      4800	    135475      0.034907
      4900	    135427      0.041987
      5000	    137882      0.037938
       100	      1657      0.001938
       200	      4084      0.001037
       300	      6090      0.001516
       400	      8703      0.002134
       500	     10858      0.004049
       600	     12970      0.003308
       700	     15807      0.005259
       800	     19199      0.004807
       900	     21976      0.005704
      1000	     23432      0.007288
      1100	     27337      0.006823
      1200	     28860      0.007396
      1300	     32135      0.008021
      1400	     34527      0.009038
      1500	     36830      0.008860
      1600	     40695      0.010365
      1700	     45241      0.011168
      1800	     46439      0.011031
      1900	     48032      0.012528
      2000	     50288      0.013144
      2100	     54025      0.014970
      2200	     58556      0.013833
      2300	     58765      0.014186
      2400	     62562      0.014995
      2500	     66277      0.016286
      2600	     68338      0.018865
      2700	     70065      0.017566
      2800	     73001      0.018435
      2900	     76592      0.018666
      3000	     80191      0.019981
      3100	     80380      0.020951
      3200	     83768      0.020789
      3300	     88045      0.021982
      3400	     92407      0.022613
      3500	     94286      0.028969
      3600	     98009      0.040966
      3700	    101768      0.024552
      3800	    103226      0.024498
      3900	    110484      0.026895
      4000	    111310      0.025872
      4100	    112866      0.027008
      4200	    114291      0.033296
      4300	    122598      0.061273
      4400	    118187      0.078555
      4500	    122283      0.058955
      4600	    125694      0.063924
      4700	    131058      0.031533
      4800	    135260      0.031994
      4900	    140860      0.035889
      5000	    137079      0.033080
       100	      1641      0.000432
       200	      3989      0.000970
       300	      6133      0.001509
       400	      8879      0.002156
       500	     11033      0.003538
       600	     13337      0.003399
       700	     15400      0.003807
       800	     18486      0.004583
       900	     21074      0.005021
      1000	     23170      0.006310
      1100	     27302      0.006543
      1200	     28455      0.007923
      1300	     31642      0.008642
      1400	     36300      0.009242
      1500	     37200      0.008884
      1600	     40580      0.023198
      1700	     43484      0.010617
      1800	     45683      0.011974
      1900	     48465      0.011784
      2000	     50220      0.013084
      2100	     54191      0.013031
      2200	     58069      0.014205
      2300	     64128      0.019955
      2400	     61255      0.014821
      2500	     65053      0.015847
      2600	     71443      0.017072
      2700	     73808      0.017468
      2800	     74250      0.017636
      2900	     78662      0.018900
      3000	     79730      0.019999
      3100	     82079      0.020019
      3200	     92526      0.021469
      3300	     89329      0.028411
      3400	     94579      0.023489
      3500	     96015      0.023198
      3600	     96802      0.024509
      3700	     99334      0.029909
      3800	    104296      0.025169
      3900	    107903      0.026551
      4000	    109261      0.027311
      4100	    111627      0.027945
      4200	    119407      0.028702
      4300	    119538      0.028599
      4400	    121635      0.038915
      4500	    128046      0.032073
      4600	    127393      0.030814
      4700	    130108      0.038378
      4800	    132908      0.032866
      4900	    139852      0.033459
      5000	    138088      0.040224
       100	      1723      0.000521
       200	      3756      0.001036
       300	      6768      0.001867
       400	      8494      0.002401
       500	     10607      0.003142
       600	     13757      0.003908
       700	     16613      0.009298
       800	     19200      0.005118
       900	     20973      0.007169
      1000	     23822      0.006025
      1100	     26035      0.006451
      1200	     28863      0.007506
      1300	     31345      0.007878
      1400	     35177      0.009018
      1500	     40615      0.010084
      1600	     39944      0.010795
      1700	     43959      0.012290
      1800	     44008      0.011640
      1900	     49027      0.014741
      2000	     51028      0.012560
      2100	     54240      0.014721
      2200	     56371      0.016061
      2300	     59262      0.014570
      2400	     62161      0.015332
      2500	     64640      0.015696
      2600	     67524      0.016150
      2700	     71920      0.018982
      2800	     78571      0.030700
      2900	     81504      0.019348
      3000	     80484      0.019352
      3100	     84232      0.019950
      3200	     84664      0.020546
      3300	     91810      0.021865
      3400	     90620      0.021673
      3500	     98400      0.023039
      3600	     97295      0.023403
      3700	    104751      0.024774
      3800	    103958      0.024734
      3900	    108895      0.025545
      4000	    110647      0.030352
      4100	    113437      0.027041
      4200	    111728      0.027797
      4300	    121025      0.028850
      4400	    122853      0.029543
      4500	    123434      0.029499
      4600	    129255      0.031982
      4700	    129568      0.030787
      4800	    134084      0.032560
      4900	    137417      0.032720
      5000	    141663      0.035485
       100	      1848      0.000495
       200	      3817      0.000957
       300	      6229      0.001519
       400	      8651      0.002164
       500	     11401      0.002756
       600	     13340      0.003727
       700	     15630      0.004318
       800	     18026      0.004406
       900	     21268      0.006429
      1000	     23479      0.005783
      1100	     26381      0.007041
      1200	     29364      0.014781
      1300	     31702      0.007695
      1400	     33800      0.009563
      1500	     37243      0.009037
      1600	     40203      0.010862
      1700	     41777      0.033931
      1800	     47053      0.012184
      1900	     49171      0.012279
      2000	     52496      0.012898
      2100	     55125      0.013465
      2200	     57123      0.013759
      2300	     58863      0.014112
      2400	     62141      0.015261
      2500	     65834      0.015645
      2600	     68658      0.016324
      2700	     69858      0.017603
      2800	     75100      0.017711
      2900	     75582      0.018070
      3000	     86914      0.019944
      3100	     84233      0.019854
      3200	     87698      0.020890
      3300	     90733      0.021545
      3400	     93196      0.022532
      3500	     98849      0.023180
      3600	     99786      0.024562
      3700	    103362      0.024571
      3800	    103109      0.024916
      3900	    107094      0.026659
      4000	    111684      0.026507
      4100	    117477      0.031787
      4200	    118193      0.027973
      4300	    117749      0.031407
      4400	    122034      0.030674
      4500	    121851      0.035253
      4600	    128728      0.033862
      4700	    129656      0.031990
      4800	    137857      0.033265
      4900	    135379      0.034810
      5000	    138548      0.039715
       100	      1766      0.000471
       200	      3925      0.001019
       300	      6411      0.001537
       400	      8545      0.002166
       500	     11298      0.002912
       600	     13353      0.003753
       700	     16132      0.003962
       800	     18587      0.004572
       900	     21107      0.005445
      1000	     24141      0.007189
      1100	     27939      0.006794
      1200	     28502      0.007168
      1300	     31894      0.009233
      1400	     33910      0.008422
      1500	     36842      0.009061
      1600	     39955      0.010312
      1700	     43861      0.010832
      1800	     45747      0.011428
      1900	     48530      0.012235
      2000	     51535      0.014067
      2100	     53619      0.013180
      2200	     58463      0.014195
      2300	     57794      0.014445
      2400	     63789      0.015153
      2500	     66158      0.016103
      2600	     67232      0.017035
      2700	     70102      0.017520
      2800	     76129      0.017897
      2900	     78992      0.018714
      3000	     78736      0.019591
      3100	     82911      0.023337
      3200	     88122      0.022107
      3300	     87436      0.021320
      3400	     92085      0.043359
      3500	     94622      0.022482
      3600	     97910      0.023969
      3700	    104300      0.024020
      3800	    105621      0.028820
      3900	    105458      0.026003
      4000	    108889      0.026728
      4100	    117479      0.028567
      4200	    112621      0.029090
      4300	    119576      0.033568
      4400	    120511      0.029645
      4500	    121458      0.031498
      4600	    131965      0.040179
      4700	    130952      0.032076
      4800	    143587      0.043982
      4900	    133763      0.032921
      5000	    136035      0.048379
